Company Name,Names,Sales Package,Model Number,Model Name,Type,Bluetooth,Memory Card Slot,Configuration,Power Output (RMS),Color,Wired/Wireless,Subwoofer,Wall Mountable Satellite,Built-in Fm Radio,Outdoor Usage,Frequency Response,Power Source,Impedance,Portable,Width,Height,Depth,Cable Length,Satellite Depth,Satellite Height,Satellite Width,Satellite Weight,Subwoofer Weight,Subwoofer Depth,Subwoofer Height,Subwoofer Width,Center Satellite Weight,Center Satellite Depth,Center Satellite Height,Center Satellite Width,Tweeter Diameter,Warranty Summary,Covered in Warranty,Domestic Warranty,Not Covered in Warranty,Warranty Service Type,International Warranty,Driver Size,Chassis Material,Other Features,Remote Control Support,Controls,Separation,Power Input,Sensitivity,Coverage Pattern,Other System Requirements,Technology Used,Price,Reviews,Ratings Count,Ratings,Five Stars,Four Stars,Three Stars,Two Stars,One Stars,Links
PHILIPS,"PHILIPS MMS8085B/94 Convertible 80 W Bluetooth Home Theatre  (Black, 2.1 Channel)","1 Speaker, Charging Cable, Remote Control, User Manual, Warranty Card",MMS8085B/94,MMS8085B/94 Convertible,Home Theatre,Yes,Yes,2.1,80 W,Black,Wired & Wireless,1,No,Yes,,20 - 20000,AC Adaptor,"4 ohm (Satellites), 8 ohm (Subwoofer)",,41.5 cm,55.8 cm,28 cm,,7.8 mm,16.5 mm,9 mm,,,33 mm,31 mm,17 mm,,,,,,,,1 Year,,"Philips Toll Free no : 1800-425-6396 , Customer Needs to Carry the Product to the Nearby Authorized Service Center to Get the Product Repaired or Inspected.",,,"No, Plastic Chassis",,YES,,,,,,,,"₹7,876","5,169 Reviews","42,117",4.2,"24,087","9,439","3,565","1,480","3,546",https://www.flipkart.com/philips-mms8085b-94-convertible-80-w-bluetooth-home-theatre/p/itmex4e6v4mphcdf?pid=ACCEX42MHYHWHAZM&lid=LSTACCEX42MHYHWHAZMSVVUY1&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_25&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCEX42MHYHWHAZM.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.flipkart.com/intex-it-2616-bt-55-w-bluetooth-home-theatre/p/itm1338b5084a829?pid=ACCFNMEYJNHSNCWN&lid=LSTACCFNMEYJNHSNCWNXBXRJD&marketplace=FLIPKART&store=0pm%2F0o7&spotlightTagId=BestsellerId_0pm%2F0o7&srno=b_1_26&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCFNMEYJNHSNCWN.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.flipkart.com/saregama-carvaan-hindi-10-w-bluetooth-home-theatre/p/itmdd87c2f49575c?pid=ACCF4H4YA2GCZBZA&lid=LSTACCF4H4YA2GCZBZAKCRY2M&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_27&otracker=browse&fm=organic&iid=en_56NMjeUv-d0ppD7Upv2m82arC6ZPoPp8p_VvicwuuW6AZUiJBdK8ywwqOETH5AIZNBFFBJYglwbr0ReKeinVWQ%3D%3D&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
SAREGAMA,"SAREGAMA Carvaan Marathi 10 W Bluetooth Home Theatre  (Porcelain White, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Marathi,,Home Theatre,Yes,No,Stereo,10 W,White,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,1 m,,,,,,,,,,,,,,1 Year in-home warranty support (Domestic),Warranty of the product is limited to manufacturing defects only,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹6,290",39 Reviews,502,4.3,334,98,19,10,41,https://www.flipkart.com/saregama-carvaan-marathi-10-w-bluetooth-home-theatre/p/itmf4h7atezapr7z?pid=ACCF4H5MDHTKR6PD&lid=LSTACCF4H5MDHTKR6PDPYNJTS&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_28&otracker=browse&fm=organic&iid=en_56NMjeUv-d0ppD7Upv2m82arC6ZPoPp8p_VvicwuuW4HDtSNWxBIlkg_cs8r67SMwNrQDvLnqSPdBsLFsHgGyQ%3D%3D&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
PHILIPS,"PHILIPS SPA8000B/94 120 W Bluetooth Home Theatre  (Black, 5.1 Channel)","1 Speaker Unit, Remote Control, FM Antenna, User Manual, 2 RCA to 2 RCA Cable",SPA8000B/94 / IN-SPA8000B/94,SPA8000B/94,Home Theatre,Yes,Yes,5.1,120 W,Black,Wired & Wireless,1,No,Yes,,20hz - 20khz,"AC, DC",4 ohms,,39 cm,32 cm,40 cm,,103 mm,172 mm,105 mm,2.4 kg,7.03 kg,405 mm,367 mm,233 mm,,,,,,1 Year Warranty,,1 Year,,"Philips Toll Free no : 1800-425-6396 , Customer Needs to Carry the Product to the Nearby Authorized Service Center to Get the Product Repaired or Inspected.",,"Satellite Speaker Size: 3 inch, Subwoofer Speaker Size: 8 inch","No, Plastic Chassis","Connectivity: USB (Upto 16 GB), DVD-in, RCA I/P and O/P Jacks, Digital Display: 7 Segment, Orange LED",Yes,"Front Panel Controls: Input, Vol+, Vol-, Previous, Next, Play / Pause, Back Panel Controls: On / Off Switch",40,"110 - 240 V, 60 Hz",,,,,"₹9,990","4,280 Reviews","33,028",4,"17,819","7,326","3,028","1,289","3,566",https://www.flipkart.com/philips-spa8000b-94-120-w-bluetooth-home-theatre/p/itmek4cbzdbzgpdx?pid=ACCEK4CAZHWWGJRS&lid=LSTACCEK4CAZHWWGJRSIQYZ73&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_29&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCEK4CAZHWWGJRS.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
ZEBRONICS,"ZEBRONICS Zeb BASSO 100, 90W, Home theater speaker, AC-3 surround sound 90 W Bluetooth Home Theatre  (Black, 5.1 Channel)","Subwoofer - 1 Unit, Satellite - 5 Units, Input cable - 1 unit, FM Cable - 1 Unit, Remote - 1 Unit, QR Code Guide - 1 Unit","Zeb BASSO 100, 90W, Home theater speaker, AC-3 surround sound",,Home Theatre,Yes,,5.1,90 W,Black,Wired,,Yes,Yes,,20Hz - 20kHz,,12,,41.9 cm,34 cm,30.7 cm,,90 mm,205 mm,105 mm,0.535 kg,4.25 kg,340 mm,260 mm,160 mm,,,,,,1 year carry into service centre,Manufacturing Defect,1 Year,Any Physical Damage And Accessories,1 year carry into service centre,,,,,,,,,,,,,"₹4,539",120 Reviews,970,4,510,237,72,45,106,https://www.flipkart.com/zebronics-zeb-basso-100-90w-home-theater-speaker-ac-3-surround-sound-90-w-bluetooth-theatre/p/itm04da4b4b3d9a5?pid=ACCGNKVPQ3DENXHG&lid=LSTACCGNKVPQ3DENXHG1ZW8V4&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_30&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCGNKVPQ3DENXHG.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
SAREGAMA,"SAREGAMA Carvaan Punjabi 10 W Bluetooth Home Theatre  (Porcelain White, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Punjabi,,Home Theatre,Yes,No,Stereo,10 W,White,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,1.2 m,,,,,,,,,,,,,,1 Year in-home warranty support (Domestic),Warranty of the product is limited to manufacturing defects only,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"No, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹5,990",7 Reviews,53,4.2,34,9,3,1,6,https://www.flipkart.com/saregama-carvaan-punjabi-10-w-bluetooth-home-theatre/p/itmffhjpyeyztv4r?pid=ACCFFHGP3RMHQ2GD&lid=LSTACCFFHGP3RMHQ2GDU2GEJ2&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_31&otracker=browse&fm=organic&iid=en_56NMjeUv-d0ppD7Upv2m82arC6ZPoPp8p_VvicwuuW6wlnSTgeDcskBt_d_cmJRuyR3HK4E5MaUrVCqfGLwknw%3D%3D&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
SAREGAMA,"SAREGAMA Carvaan Marathi 10 W Bluetooth Home Theatre  (Cherrywood Red, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Marathi,,Home Theatre,Yes,No,Stereo,10 W,Red,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,28.9 cm,22.6 cm,8.4 cm,,,,,,,,,,,,,,,,,1 Year,,,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"220 V, 50 Hz",,,,,"₹6,290",39 Reviews,502,4.3,334,98,19,10,41,https://www.flipkart.com/saregama-carvaan-marathi-10-w-bluetooth-home-theatre/p/itmf7dsgrekx5ujq?pid=ACCF7DQK2F7NH85G&lid=LSTACCF7DQK2F7NH85G0KP713&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_32&otracker=browse&fm=organic&iid=en_56NMjeUv-d0ppD7Upv2m82arC6ZPoPp8p_VvicwuuW7PEH78m5JKAn-7VICTtjKN4FaLpC3n23pl4LBXlme0og%3D%3D&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
Intex,"Intex 2622 55 W Portable Bluetooth Home Theatre  (Black, 4.1 Channel)","1 Woofer, Remote Control, 4 SPEAKERS",IT-4.1 XV 2622 TUFB / TUFB OS/4.1 2622 TUFB OS,2622,Home Theatre,Yes,Yes,4.1,55 W,Black,,,,,,NA,AC,NA,Yes,40 cm,40 cm,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹2,199","2,553 Reviews","27,061",3.7,"12,990","4,640","3,221","1,829","4,381",https://www.flipkart.com/intex-2622-55-w-portable-bluetooth-home-theatre/p/itm9fd2b31dbf031?pid=ACCEPBDW89GY8ZYU&lid=LSTACCEPBDW89GY8ZYU3QTVE9&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_33&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCEPBDW89GY8ZYU.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
F&D,"F&D F210X 30 W Portable Bluetooth Home Theatre  (Black, 2.1 Channel)","Number of unit: 1, Remote control: 1, Operational manual cum Warranty card: 1,Connection cable: 1, 3.5mm to RCA cable: 1",F210X,F210X,Home Theatre,Yes,Yes,2.1,30 W,Black,,1,No,,,35-230 hz,AC Adaptor,4 ohms,Yes,,,,,,,,,,,,,,,,,,1 year from manufacturer,,1 Year,,,,,"No, Plastic Chassis",,,,,,,,,,"₹2,899","14,883 Reviews","89,600",4.2,"50,713","22,949","7,841","2,674","5,423",https://www.flipkart.com/f-d-f210x-30-w-portable-bluetooth-home-theatre/p/itmepcgvhaad9p44?pid=ACCEPCGV7F94GEBB&lid=LSTACCEPCGV7F94GEBB1DRFAC&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_34&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCEPCGV7F94GEBB.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
F&D,"F&D F 3800X 160 W Bluetooth Home Theatre  (Black, 5.1 Channel)","5speaker , Subwoofer , Cabels , Remote",F3800X Peak Power,F 3800X,Home Theatre,Yes,Yes,5.1,160 W,Black,,1,No,,,20khz,AC Adapter,1,No,41.1 cm,32.2 cm,41.1 cm,,,,,,,,,,,,,,,,,1 Year,,,,,"No, Plastic Chassis",,,,,,,,,,"₹7,499","2,454 Reviews","17,946",4.2,"9,968","4,422","1,556",593,"1,407",https://www.flipkart.com/f-d-f-3800x-160-w-bluetooth-home-theatre/p/itm3d901a45864ee?pid=ACCEPBZPPVF5FAVK&lid=LSTACCEPBZPPVF5FAVK8WCA3W&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_35&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCEPBZPPVF5FAVK.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
ZEBRONICS,"ZEBRONICS ZEB-BT4444RUCF 60 W Bluetooth Home Theatre  (Black, 4.1 Channel)","1 Subwoofer, 4 Satellite Speaker, Remote, User Manual, Input Cable",ZEB-BT4444RUCF,,Home Theatre,Yes,Yes,4.1,60 W,Black,Wired & Wireless,,,Yes,,,,"Subwoofer - 4 Ohms, Satellite - 8 Ohms",,31.4 cm,48.2 cm,21 cm,,,,,,,,,,,,,,,1 Year Carrying into Service Center,Manufacturing Defects,1 Year,,Carry-in,,,,,Wireless,,,,,,,,"₹3,199",161 Reviews,"1,365",4,728,306,132,59,140,https://www.flipkart.com/zebronics-zeb-bt4444rucf-60-w-bluetooth-home-theatre/p/itm30b217f6f7ca0?pid=ACCFYWXKN5CGM3WC&lid=LSTACCFYWXKN5CGM3WCJHNYIZ&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_36&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCFYWXKN5CGM3WC.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
SAREGAMA,"SAREGAMA Carvaan Bengali 10 W Bluetooth Home Theatre  (Prorcelain White, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",SC03,Carvaan Bengali,Home Theatre,Yes,No,Stereo,10 W,Beige,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,1 m,,,,,,,,,,,,,,,Warranty of the product is limited to manufacturing defects only,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹5,990",87 Reviews,861,4.5,631,131,22,16,61,https://www.flipkart.com/saregama-carvaan-bengali-10-w-bluetooth-home-theatre/p/itmf225qpympgr4f?pid=ACCF225QQHXEYZRJ&lid=LSTACCF225QQHXEYZRJQKTGOC&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_37&otracker=browse&fm=organic&iid=en_56NMjeUv-d0ppD7Upv2m82arC6ZPoPp8p_VvicwuuW6D1w-vWZFe8ye1QbgS53DvczXtQd86bErArPXEnMP0eQ%3D%3D&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
SAREGAMA,"SAREGAMA Carvaan Bengali 6 W Bluetooth Home Theatre  (Cherrywood Red, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Bengali,,Home Theatre,Yes,No,Stereo,6 W,Red,Wireless,,No,Yes,Yes,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,,,,,,,,,,,,,,,,,1 Year,,,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹6,290",87 Reviews,861,4.5,631,131,22,16,61,https://www.flipkart.com/saregama-carvaan-bengali-6-w-bluetooth-home-theatre/p/itmf7dtfz2hshkqy?pid=ACCF7DQKMYG6TYFG&lid=LSTACCF7DQKMYG6TYFGLS99R2&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_38&otracker=browse&fm=organic&iid=en_56NMjeUv-d0ppD7Upv2m82arC6ZPoPp8p_VvicwuuW4pcxM2IoFJ49_cL3oLny0kP8rUiRb-icp9pzSpNxttfA%3D%3D&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
Intex,"Intex 2.1 Choral TUFB OS 40 W Bluetooth Home Theatre  (Black and Brown, 2.1 Channel)","1 Subwoofer, 2 Satellite Speakers, User Manual, Audio Cable, Remote",2.1 Choral TUFB OS,,Home Theatre,Yes,Yes,2.1,40 W,"Black, Brown",Wired,2,Yes,Yes,No,200 - 20000 Hz,AC Adapter,4,,18.8 cm,38.4 cm,30.8 cm,1.25 m,90 mm,143.5 mm,97 mm,0.63 kg,2.6 kg,220 mm,220 mm,140 mm,,,,,,1 Year Warranty,Only Technical Default will Cover in Warranty,1 Year,Damaged and Burned,Carry-in,,"Subwoofer: 4 inch, Satellite: 3 inch x 2","Yes, Subwoofer/Satellite - Wooden Chassis",,Wireless,"Mode, Previous/Volume -, Next/Volume +, Play/Pause/Scan",,"AC 120 - 265 V, 50 Hz",500 dB,,,,"₹2,599",331 Reviews,"3,143",3.8,"1,499",582,364,193,505,https://www.flipkart.com/intex-2-1-choral-tufb-os-40-w-bluetooth-home-theatre/p/itm5c8d0e92176a4?pid=ACCFY9MFEJWVDDHC&lid=LSTACCFY9MFEJWVDDHC0C77HV&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_39&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCFY9MFEJWVDDHC.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
CIHLEX,"CIHLEX New Good Quality Wooden Wireless Speaker with with Mobile holding Stand 5 W Bluetooth Home Theatre  (Grey, Stereo Channel)",1 Speaker,New Good Quality Wooden Wireless Speaker with with Mobile holding Stand,New Good Quality Wooden Wireless Speaker with with Mobile holding Stand,Home Theatre,Yes,Yes,Stereo,5 W,"Grey, Brown",Wireless,1,Yes,Yes,Yes,,BATTERY,,,6 cm,12 cm,6 cm,1.5 m,,,,,,,,,,,,,,7 DAYS REPLACEMNET WARRANTY,MANUFACTURE DEFECT,,PHYSICAL DAMAGE,,,,No,The speaker comes with multi-connectivity options like wireless BT/ USB/Micro SD and AUX.The speaker comes with a call function along with a built-in FM Radio too. The speaker also provides playback time upto 10hrs* features wireless bt supoort usb and mSD card built in fm radio aux input call function media/volume control built -in rechargeable battery,,"ON/OFF, Call Buttorn, Next/Back",40,1,85 dB,50,"Wireless Portable 4.1 Bluetooth Speaker - Whether you're Partying, Walking out, Camping, Hiking, Biking, or just lounging around the house, enjoy a full - range stereo sound with a impressive volume",Bluetooth,₹521,114 Reviews,"1,858",3.7,934,221,225,132,346,https://www.flipkart.com/cihlex-new-good-quality-wooden-wireless-speaker-mobile-holding-stand-5-w-bluetooth-home-theatre/p/itm01073443d0b7a?pid=ACCGBC78ZPBXMGVU&lid=LSTACCGBC78ZPBXMGVUQSB8KW&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_40&otracker=browse&fm=organic&iid=e2dc9416-96fc-4028-b1e8-87bb31daf2ba.ACCGBC78ZPBXMGVU.SEARCH&ppt=None&ppn=None&ssid=fscbbwebtc0000001701147703359
Target,"Target TARGET TT-D5109 FM-USB-BT PMPO : 32500 WATTS RMS : 155 WATTS 155 W Bluetooth Home Theatre  (Black, 5.1 Channel)","SUB WOOFER 1, SATELLITE SPEAKERS 5",D5109,TARGET TT-D5109 FM-USB-BT PMPO : 32500 WATTS RMS : 155 WATTS,Home Theatre,Yes,No,5.1,155 W,Black,Wired,1,Yes,Yes,No,,,,,30 cm,70 cm,30 cm,,,,,,,,,,,,,,,6 MONTHS FROM THE DATE OF PURCHASE,MANUFACTURING DEFECTS,6 Months,,,,5.25,,,,,,,,,,,"₹3,324",47 Reviews,318,3.8,150,58,44,18,48,https://www.flipkart.com/target-tt-d5109-fm-usb-bt-pmpo-32500-watts-rms-155-w-bluetooth-home-theatre/p/itmffd3a1b0f1881?pid=ACCGFUJKTJSB6RXF&lid=LSTACCGFUJKTJSB6RXF7WWZBE&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_2_41&otracker=browse&fm=organic&iid=en_9SHKGCKsOT9SRCjxtveY17BT5NR42aQeGoqskhhh7Ikx4OtnSt4Vmq7PO_FUCI4GYj4EMnXUdkGripWh4QWVlA%3D%3D&ppt=None&ppn=None&ssid=a4b2mjze5s0000001701147722350
Panasonic,"Panasonic SC-HT550GW-K 150 W Bluetooth Home Theatre  (Black, 5.1 Channel)","1 Subwoofer, 1 Audio Cable, User Manual, Warranty Card, Remote Control",SC-HT550GW-K,,Home Theatre,Yes,No,5.1,150 W,Black,Wired & Wireless,1,Yes,No,,20Hz-20KHz,AC Adapter,,,34.2 cm,58.5 cm,43.1 cm,1.5 m,111 mm,200 mm,102 mm,,,,,,,,,,,1 Year Warranty,Manufacturing Defects,1 Year,"Physical Damages, Scratches, Aesthetic Defects will Not be Covered Under Warranty",On-site,,"6.5 inch (Subwoofer), 3 inch (Satellite)","Wood (Subwoofer), Plastic (Satellite) Chassis",,,,,,,,,,"₹10,990",102 Reviews,735,4,421,122,52,30,110,https://www.flipkart.com/panasonic-sc-ht550gw-k-150-w-bluetooth-home-theatre/p/itm5b4c563beea1e?pid=ACCG4NSJZGUUGDRT&lid=LSTACCG4NSJZGUUGDRTXQ0JX6&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_2_42&otracker=browse&fm=organic&iid=en_9SHKGCKsOT9SRCjxtveY17BT5NR42aQeGoqskhhh7IkjJmeuJ1WcJxjS3LdLO4pR2LvJFzONXyA0vGuFKDDmVQ%3D%3D&ppt=None&ppn=None&ssid=a4b2mjze5s0000001701147722350
boAt,"boAt Blitz 1500 / Blitz 1508 Multimedia 50 W Bluetooth Home Theatre  (Premium Black, 2.1 Channel)","1 Subwoofer, 2 Satellite Speakers, Aux Cable, Remote Control, User Manual, Warranty Card",Blitz 1500 / Blitz 1508,Blitz 1500 / Blitz 1508 Multimedia,Home Theatre,Yes,Yes,2.1,50 W,Black,Wired & Wireless,,,,,,,,,15.5 cm,28.9 cm,24.5 cm,,10.2 mm,17.2 mm,9 mm,,,,,,,,,,,1 Year Warranty from the Date of Purchase,Manufacturing Defects,1 Year,Physical Damage,Reach Out to us at info@imaginemarketingindia.com/+912249461882/support.boat-lifestyle.com. Alternatively You Can Activate Your Warranty by Giving a Missed Call on 9223032222,,,,,,,,,,,,,"₹3,999","1,621 Reviews","14,554",3.9,"7,440","2,943","1,526",728,"1,917",https://www.flipkart.com/boat-blitz-1500-1508-multimedia-50-w-bluetooth-home-theatre/p/itm03bb53535de92?pid=ACCFYWX3SM6EUDBC&lid=LSTACCFYWX3SM6EUDBCGUJQIJ&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_2_43&otracker=browse&fm=organic&iid=d7058cc2-5370-485a-ab72-8c1564e9ef65.ACCFYWX3SM6EUDBC.SEARCH&ppt=None&ppn=None&ssid=a4b2mjze5s0000001701147722350
ZSIV,"ZSIV A006 USB Charging, Portable, BASS drum, TF card, FM radio and Dancing Light DJ SOUND NEW ARRIVAL Wireless ARMY PRINT Bluetooth Speaker SPEAKER ULTRA HIGH BASS WITH 3D sound blast WITH GOOD qulilty good Super Bass KAI12 Splashproof/Waterproof with TF CARD/FM/USB DRIVE & AUX SUPPORTED IDEAL FOR CAR/LAPTOP/HOME AUDIO/GAMING SPEAKERS 20 W Bluetooth Home Theatre  (Black, Stereo Channel)","1 Speaker, Description Chart, 1 Usb cable",A006 Bluetooth Speaker Portable Wireless High Power Sound Blast Stereo Bass with USB/FM/TF Card & RGB Light HD Audio for Car/Laptop 3D Ultra sound| Splashproof| Water resistant| Extra Baas Stereo sound quality | mini Home theatre| AUX supported| wireless Speaker| Long hour battery Life,"A006 USB Charging, Portable, BASS drum, TF card, FM radio and Dancing Light DJ SOUND NEW ARRIVAL Wireless ARMY PRINT Bluetooth Speaker SPEAKER ULTRA HIGH BASS WITH 3D sound blast WITH GOOD qulilty good Super Bass KAI12 Splashproof/Waterproof with TF CARD/FM/USB DRIVE & AUX SUPPORTED IDEAL FOR CAR/LAPTOP/HOME AUDIO/GAMING SPEAKERS",Home Theatre,Yes,Yes,Stereo,20 W,Black,Wireless,2,Yes,Yes,Yes,3000,"This speaker has a soundbar design. It is portable as well. Also, it features an LED display. You can take of its comp act shape and easily place it on the table near your bed or at any convenient spot.",32,,12 cm,10 cm,8 cm,1 m,8 mm,10 mm,12 mm,0.3 kg,0.3 kg,8 mm,10 mm,12 mm,0.3 kg,8 mm,10 mm,12 mm,,Replacement Warranty,Manufacture Defect,,Damage Product,Replacement Warranty,,52,"No, YES HARD PLASTIC Chassis","ULTRA SOUND Speaker has a Cool appearance, Football shape design, fashionable and sporty,Support USB, Support TF card, FM Radio function, Bluetooth functionality built-in microphone can answer the phone,stereo input out put., Enjoy True, Full Room Sound From Our Resonance Technology And Tri-Band Sound Frequency. The Speaker Captures The High Highs And The Deepest Lows, Giving You Rich, Full Surround Sound, The Ultimate, High-Powered Portable Bluetooth Speaker With Powerful Stereo Sound And A Power Bank All In One Package. A Built-In Noise And Echo-Cancelling Speakerphone Gives","ON/Off, Next/ Preview, FM Button","BUTTON TO DECREASE VOLUME, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS, PLAY/PAUSE :- LONG PRESS + BUTTON TO INCREASE VOLUME",40,5,110 dB,50,"Before first use charge atlest for long Battery, Portable mobile Bluetooth speaker with good battery backup","BLUETOOTH.WIRELESS, SOUNDBAR",₹664,83 Reviews,"1,040",3.8,537,166,114,64,159,https://www.flipkart.com/zsiv-a006-usb-charging-portable-bass-drum-tf-card-fm-radio-dancing-light-dj-sound-new-arrival-wireless-army-print-bluetooth-speaker-ultra-high-3d-blast-good-qulilty-super-kai12-splashproof-waterproof-card-fm-usb-drive-aux-supported-ideal-car-laptop-home-audio-gaming-speakers-20-w-home-theatre/p/itme61e24b36c95c?pid=ACCG8ZGNDFTZBYMS&lid=LSTACCG8ZGNDFTZBYMSEBUCRA&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_2_44&otracker=browse&fm=organic&iid=d7058cc2-5370-485a-ab72-8c1564e9ef65.ACCG8ZGNDFTZBYMS.SEARCH&ppt=None&ppn=None&ssid=a4b2mjze5s0000001701147722350
